acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song,speechiness,tempo,time_signature,track_href,type,uri,valence
0.158,https://api.spotify.com/v1/audio-analysis/6XFBqXyoQGIBzSvyaXUxCP,0.683,220200,0.753,6XFBqXyoQGIBzSvyaXUxCP,0,8,0.094,-4.533,1,Midnight Bottle - Colbie Caillat,0.0265,110.004,4,https://api.spotify.com/v1/tracks/6XFBqXyoQGIBzSvyaXUxCP,audio_features,spotify:track:6XFBqXyoQGIBzSvyaXUxCP,0.586
0.52,https://api.spotify.com/v1/audio-analysis/0Gk2NWITP9Q1QJewMr28po,0.666,298373,0.627,0Gk2NWITP9Q1QJewMr28po,0.727,7,0.23,-9.234,0,Midnight In A Perfect World - DJ Shadow,0.0391,79.508,4,https://api.spotify.com/v1/tracks/0Gk2NWITP9Q1QJewMr28po,audio_features,spotify:track:0Gk2NWITP9Q1QJewMr28po,0.612
0.969,https://api.spotify.com/v1/audio-analysis/4LLprVk2etuk2ZhUhqJTWD,0.184,667907,0.0381,4LLprVk2etuk2ZhUhqJTWD,0.764,7,0.11,-26.446,1,Midnight Souls Still Remain - M83,0.045,67.686,4,https://api.spotify.com/v1/tracks/4LLprVk2etuk2ZhUhqJTWD,audio_features,spotify:track:4LLprVk2etuk2ZhUhqJTWD,0.036
0.689,https://api.spotify.com/v1/audio-analysis/5jRQvcl66ovRTjUwzXziZA,0.766,253867,0.462,5jRQvcl66ovRTjUwzXziZA,0,2,0.113,-9.39,1,Midnight Special - Creedence Clearwater Revival,0.11,124.589,4,https://api.spotify.com/v1/tracks/5jRQvcl66ovRTjUwzXziZA,audio_features,spotify:track:5jRQvcl66ovRTjUwzXziZA,0.695
0.478,https://api.spotify.com/v1/audio-analysis/2l8qA0PtOz6JLMzxMnKOaO,0.366,243013,0.832,2l8qA0PtOz6JLMzxMnKOaO,0.46,4,0.0988,-3.964,0,Midnight in Her Eyes - The Black Keys,0.0573,108.755,4,https://api.spotify.com/v1/tracks/2l8qA0PtOz6JLMzxMnKOaO,audio_features,spotify:track:2l8qA0PtOz6JLMzxMnKOaO,0.356
0.826,https://api.spotify.com/v1/audio-analysis/4Kay0txJIyIz0c941Nurb1,0.499,266813,0.41,4Kay0txJIyIz0c941Nurb1,0.901,4,0.0972,-10.927,0,Mike Mills - Air,0.0287,158.086,4,https://api.spotify.com/v1/tracks/4Kay0txJIyIz0c941Nurb1,audio_features,spotify:track:4Kay0txJIyIz0c941Nurb1,0.48
0.158,https://api.spotify.com/v1/audio-analysis/76ZRlmNJHxUfbzfCCNSnZG,0.707,169187,0.563,76ZRlmNJHxUfbzfCCNSnZG,0,7,0.078,-5.55,0,Mil Horas - Los Abuelos De La Nada,0.0811,99.928,4,https://api.spotify.com/v1/tracks/76ZRlmNJHxUfbzfCCNSnZG,audio_features,spotify:track:76ZRlmNJHxUfbzfCCNSnZG,0.578
6.09E-06,https://api.spotify.com/v1/audio-analysis/18eq41lcx45De3EvIl4t7J,0.357,212333,0.968,18eq41lcx45De3EvIl4t7J,0,2,0.0549,-3.425,1,Miles Apart - Yellowcard,0.0601,181.676,4,https://api.spotify.com/v1/tracks/18eq41lcx45De3EvIl4t7J,audio_features,spotify:track:18eq41lcx45De3EvIl4t7J,0.763
0.000592,https://api.spotify.com/v1/audio-analysis/0hnJ4qgIHrTQbznrSvfGsc,0.835,294828,0.331,0hnJ4qgIHrTQbznrSvfGsc,0.933,9,0.0755,-14.266,0,Miles Away (Album Version) - Madonna,0.0923,116.003,4,https://api.spotify.com/v1/tracks/0hnJ4qgIHrTQbznrSvfGsc,audio_features,spotify:track:0hnJ4qgIHrTQbznrSvfGsc,0.803
0.139,https://api.spotify.com/v1/audio-analysis/1AouTv0Z8ulSWm9aaHakHr,0.383,140800,0.738,1AouTv0Z8ulSWm9aaHakHr,0.00417,9,0.0782,-6.914,0,Miles Away - Yeah Yeah Yeahs,0.125,97.218,4,https://api.spotify.com/v1/tracks/1AouTv0Z8ulSWm9aaHakHr,audio_features,spotify:track:1AouTv0Z8ulSWm9aaHakHr,0.138
0.0819,https://api.spotify.com/v1/audio-analysis/2XnoqDHP1lp3kPWINEiYa5,0.536,229667,0.786,2XnoqDHP1lp3kPWINEiYa5,0.00179,4,0.259,-5.992,0,Milk - Garbage,0.0279,95.071,4,https://api.spotify.com/v1/tracks/2XnoqDHP1lp3kPWINEiYa5,audio_features,spotify:track:2XnoqDHP1lp3kPWINEiYa5,0.626
0.391,https://api.spotify.com/v1/audio-analysis/4iwa5m9sgaUSnVCs5yexNE,0.569,240293,0.207,4iwa5m9sgaUSnVCs5yexNE,0.000485,2,0.0543,-16.443,1,Milk - Kings Of Leon,0.0542,124.316,4,https://api.spotify.com/v1/tracks/4iwa5m9sgaUSnVCs5yexNE,audio_features,spotify:track:4iwa5m9sgaUSnVCs5yexNE,0.211
0.000488,https://api.spotify.com/v1/audio-analysis/4rtZtLpriBscg7zta3TZxp,0.468,234747,0.531,4rtZtLpriBscg7zta3TZxp,0.0298,1,0.165,-12.354,0,Milk It - Nirvana,0.048,135.999,4,https://api.spotify.com/v1/tracks/4rtZtLpriBscg7zta3TZxp,audio_features,spotify:track:4rtZtLpriBscg7zta3TZxp,0.532
0.0173,https://api.spotify.com/v1/audio-analysis/352kttnAdtJylxpwjc81sx,0.707,209720,0.987,352kttnAdtJylxpwjc81sx,0.75,9,0.166,-6.821,0,Milkshake - Holy Fuck,0.0597,113.676,4,https://api.spotify.com/v1/tracks/352kttnAdtJylxpwjc81sx,audio_features,spotify:track:352kttnAdtJylxpwjc81sx,0.598
0.00933,https://api.spotify.com/v1/audio-analysis/4LmzPJDil70LpiApWfOI6O,0.887,182813,0.774,4LmzPJDil70LpiApWfOI6O,0.0213,1,0.159,-6.108,1,Milkshake - Kelis,0.0434,113,4,https://api.spotify.com/v1/tracks/4LmzPJDil70LpiApWfOI6O,audio_features,spotify:track:4LmzPJDil70LpiApWfOI6O,0.826
0.0072,https://api.spotify.com/v1/audio-analysis/5rLHszkkgiIwWrGwyWAFFE,0.275,256667,0.808,5rLHszkkgiIwWrGwyWAFFE,0.000243,9,0.0912,-3.688,1,Millstone - Brand New,0.0476,202.386,4,https://api.spotify.com/v1/tracks/5rLHszkkgiIwWrGwyWAFFE,audio_features,spotify:track:5rLHszkkgiIwWrGwyWAFFE,0.244
0.924,https://api.spotify.com/v1/audio-analysis/5KRREzgTFUTnhimSqTC4tA,0.297,169787,0.313,5KRREzgTFUTnhimSqTC4tA,0.000157,11,0.17,-7.635,0,Milo Gia Ta Pedia Mou (2006 Digital Remaster) - Viki Mosholiou,0.0325,166.709,3,https://api.spotify.com/v1/tracks/5KRREzgTFUTnhimSqTC4tA,audio_features,spotify:track:5KRREzgTFUTnhimSqTC4tA,0.537
0.151,https://api.spotify.com/v1/audio-analysis/5xXwFBWIy4E4BZMOMdnxhG,0.538,206240,0.926,5xXwFBWIy4E4BZMOMdnxhG,0.000257,4,0.311,-4.132,0,Milonga Del Marinero Y El Capitan - Los Rodriguez,0.0396,96.382,4,https://api.spotify.com/v1/tracks/5xXwFBWIy4E4BZMOMdnxhG,audio_features,spotify:track:5xXwFBWIy4E4BZMOMdnxhG,0.749
0.647,https://api.spotify.com/v1/audio-analysis/2aIutITgklpsnkA4Y8WbsI,0.746,234360,0.525,2aIutITgklpsnkA4Y8WbsI,0.0146,6,0.111,-8.735,1,Milonga del moro judio - Jorge Drexler,0.034,124.043,4,https://api.spotify.com/v1/tracks/2aIutITgklpsnkA4Y8WbsI,audio_features,spotify:track:2aIutITgklpsnkA4Y8WbsI,0.521
0.559,https://api.spotify.com/v1/audio-analysis/57vlcX6LYIn58a2w8Lt2eh,0.504,167507,0.466,57vlcX6LYIn58a2w8Lt2eh,0,5,0.241,-16.569,1,Milord - Cher,0.0629,114.79,4,https://api.spotify.com/v1/tracks/57vlcX6LYIn58a2w8Lt2eh,audio_features,spotify:track:57vlcX6LYIn58a2w8Lt2eh,0.215
0.0713,https://api.spotify.com/v1/audio-analysis/44wtR8EBCz7wVvsOoJQEnd,0.684,346387,0.495,44wtR8EBCz7wVvsOoJQEnd,0.908,8,0.102,-9.396,1,Milton At Midnight - Zero 7,0.0308,119.859,4,https://api.spotify.com/v1/tracks/44wtR8EBCz7wVvsOoJQEnd,audio_features,spotify:track:44wtR8EBCz7wVvsOoJQEnd,0.702
0.124,https://api.spotify.com/v1/audio-analysis/3xSkizCqwJ1Cy4coSMudjD,0.646,209630,0.53,3xSkizCqwJ1Cy4coSMudjD,0,0,0.174,-7.009,1,Miniature Disasters - KT Tunstall,0.0497,92.616,4,https://api.spotify.com/v1/tracks/3xSkizCqwJ1Cy4coSMudjD,audio_features,spotify:track:3xSkizCqwJ1Cy4coSMudjD,0.851
0.0739,https://api.spotify.com/v1/audio-analysis/0ZmN7HFQj7AHicpzPDN6KD,0.603,190960,0.542,0ZmN7HFQj7AHicpzPDN6KD,0,0,0.372,-6.337,1,Minnie The Moocher - The Blues Brothers,0.0521,103.473,4,https://api.spotify.com/v1/tracks/0ZmN7HFQj7AHicpzPDN6KD,audio_features,spotify:track:0ZmN7HFQj7AHicpzPDN6KD,0.688
0.0649,https://api.spotify.com/v1/audio-analysis/704lyWwLFR6s0GAXMeIQ4I,0.426,182520,0.726,704lyWwLFR6s0GAXMeIQ4I,0.202,11,0.226,-7.503,1,Minors - Toro Y Moi,0.0544,158.085,4,https://api.spotify.com/v1/tracks/704lyWwLFR6s0GAXMeIQ4I,audio_features,spotify:track:704lyWwLFR6s0GAXMeIQ4I,0.535
0.068,https://api.spotify.com/v1/audio-analysis/5A1i4tD07aDocR77xbCh25,0.644,218907,0.974,5A1i4tD07aDocR77xbCh25,1.07E-05,0,0.218,-6.576,1,Miracle - Cascada,0.041,140.035,4,https://api.spotify.com/v1/tracks/5A1i4tD07aDocR77xbCh25,audio_features,spotify:track:5A1i4tD07aDocR77xbCh25,0.53
0.0238,https://api.spotify.com/v1/audio-analysis/4Deqxj2CgLcLWSsFwXBeFj,0.5,232147,0.821,4Deqxj2CgLcLWSsFwXBeFj,0.397,5,0.346,-5.276,0,Mirando - Ratatat,0.29,119.931,5,https://api.spotify.com/v1/tracks/4Deqxj2CgLcLWSsFwXBeFj,audio_features,spotify:track:4Deqxj2CgLcLWSsFwXBeFj,0.824
0.27,https://api.spotify.com/v1/audio-analysis/0WirE9soFSbeq15cg8uIRy,0.624,218307,0.378,0WirE9soFSbeq15cg8uIRy,7.77E-05,3,0.0981,-12.081,1,Mirror Song - Live,0.028,90.028,4,https://api.spotify.com/v1/tracks/0WirE9soFSbeq15cg8uIRy,audio_features,spotify:track:0WirE9soFSbeq15cg8uIRy,0.136
0.00811,https://api.spotify.com/v1/audio-analysis/3vFbku1uwCU7m0xseaDTAf,0.627,246400,0.705,3vFbku1uwCU7m0xseaDTAf,0.0496,4,0.374,-6.969,1,Mise En Bouche - Prohom,0.029,96.25,4,https://api.spotify.com/v1/tracks/3vFbku1uwCU7m0xseaDTAf,audio_features,spotify:track:3vFbku1uwCU7m0xseaDTAf,0.652
0.847,https://api.spotify.com/v1/audio-analysis/74SNwimC0JSKdllTdTMopT,0.557,180596,0.295,74SNwimC0JSKdllTdTMopT,0.00109,2,0.444,-12.289,1,Miserable At Best (Album) - Mayday Parade,0.0296,139.886,4,https://api.spotify.com/v1/tracks/74SNwimC0JSKdllTdTMopT,audio_features,spotify:track:74SNwimC0JSKdllTdTMopT,0.737
0.000283,https://api.spotify.com/v1/audio-analysis/7mlrI6GQJLbDPhBkAK1TkC,0.346,267813,0.928,7mlrI6GQJLbDPhBkAK1TkC,0.00331,11,0.0718,-6.549,0,Miserable Lie - The Smiths,0.131,148.444,4,https://api.spotify.com/v1/tracks/7mlrI6GQJLbDPhBkAK1TkC,audio_features,spotify:track:7mlrI6GQJLbDPhBkAK1TkC,0.528
0.772,https://api.spotify.com/v1/audio-analysis/2QUGnWu1kGUrb0fMV7hxGL,0.527,194717,0.254,2QUGnWu1kGUrb0fMV7hxGL,0.863,8,0.134,-15.939,1,Misery Business (Single Version) - Paramore,0.141,84.552,4,https://api.spotify.com/v1/tracks/2QUGnWu1kGUrb0fMV7hxGL,audio_features,spotify:track:2QUGnWu1kGUrb0fMV7hxGL,0.51
0.112,https://api.spotify.com/v1/audio-analysis/7lj6UtoorYeYsfMO6XbCrf,0.56,339867,0.993,7lj6UtoorYeYsfMO6XbCrf,0.115,2,0.363,-3.799,1,Misfit Love - Queens Of The Stone Age,0.0538,139.432,4,https://api.spotify.com/v1/tracks/7lj6UtoorYeYsfMO6XbCrf,audio_features,spotify:track:7lj6UtoorYeYsfMO6XbCrf,0.53
0.000929,https://api.spotify.com/v1/audio-analysis/18etuLuReLFAzsn02638Rn,0.517,258840,0.829,18etuLuReLFAzsn02638Rn,0.00605,3,0.0875,-4.55,1,Misfits - Third Eye Blind,0.0396,75.375,4,https://api.spotify.com/v1/tracks/18etuLuReLFAzsn02638Rn,audio_features,spotify:track:18etuLuReLFAzsn02638Rn,0.421
0.0868,https://api.spotify.com/v1/audio-analysis/5FktSmCnJGqX1QdIJNAlr7,0.707,210933,0.93,5FktSmCnJGqX1QdIJNAlr7,0.00109,5,0.0986,-6.477,0,Misled - Céline Dion,0.0324,109.877,4,https://api.spotify.com/v1/tracks/5FktSmCnJGqX1QdIJNAlr7,audio_features,spotify:track:5FktSmCnJGqX1QdIJNAlr7,0.89
0.734,https://api.spotify.com/v1/audio-analysis/3hxoYmSHzIBwSS2bPTOfbg,0.637,188400,0.625,3hxoYmSHzIBwSS2bPTOfbg,0.514,6,0.128,-9.783,1,Misread - Kings Of Convenience,0.0382,160.748,4,https://api.spotify.com/v1/tracks/3hxoYmSHzIBwSS2bPTOfbg,audio_features,spotify:track:3hxoYmSHzIBwSS2bPTOfbg,0.896
0.0861,https://api.spotify.com/v1/audio-analysis/2CZi8d774dBB0wiuWMIpr8,0.655,214787,0.623,2CZi8d774dBB0wiuWMIpr8,0.000346,11,0.0652,-6.302,0,Miss Independent - Kelly Clarkson,0.116,175.973,4,https://api.spotify.com/v1/tracks/2CZi8d774dBB0wiuWMIpr8,audio_features,spotify:track:2CZi8d774dBB0wiuWMIpr8,0.615
0.00962,https://api.spotify.com/v1/audio-analysis/57U809GxXzBaY7Vk8ZKfDT,0.636,301613,0.851,57U809GxXzBaY7Vk8ZKfDT,0.817,1,0.363,-5.488,0,Miss It So Much - Royksopp,0.0372,134.003,4,https://api.spotify.com/v1/tracks/57U809GxXzBaY7Vk8ZKfDT,audio_features,spotify:track:57U809GxXzBaY7Vk8ZKfDT,0.805
0.000213,https://api.spotify.com/v1/audio-analysis/0Ti2dlF2xLjXblvdU5fCxM,0.309,206587,0.875,0Ti2dlF2xLjXblvdU5fCxM,0.00168,1,0.113,-4.49,1,Miss Murder - AFI,0.0488,143.526,4,https://api.spotify.com/v1/tracks/0Ti2dlF2xLjXblvdU5fCxM,audio_features,spotify:track:0Ti2dlF2xLjXblvdU5fCxM,0.725
0.473,https://api.spotify.com/v1/audio-analysis/0qeCBSjI2DE44VWT4lew2G,0.483,421240,0.48,0qeCBSjI2DE44VWT4lew2G,1.41E-06,4,0.982,-7.671,1,Miss Sarajevo - U2,0.0349,102.017,4,https://api.spotify.com/v1/tracks/0qeCBSjI2DE44VWT4lew2G,audio_features,spotify:track:0qeCBSjI2DE44VWT4lew2G,0.109
0.00297,https://api.spotify.com/v1/audio-analysis/6gyvG5qrRxQPEhANGNvKvg,0.511,203840,0.931,6gyvG5qrRxQPEhANGNvKvg,0.039,5,0.338,-3.922,1,Miss Teen Wordpower - The New Pornographers,0.0641,149.979,4,https://api.spotify.com/v1/tracks/6gyvG5qrRxQPEhANGNvKvg,audio_features,spotify:track:6gyvG5qrRxQPEhANGNvKvg,0.686
0.129,https://api.spotify.com/v1/audio-analysis/3Po7FL8e2furc9SNK1SeHe,0.763,245893,0.63,3Po7FL8e2furc9SNK1SeHe,4.26E-05,7,0.165,-4.827,1,Miss U (Amended Version) - The Notorious B.I.G.,0.116,171.953,4,https://api.spotify.com/v1/tracks/3Po7FL8e2furc9SNK1SeHe,audio_features,spotify:track:3Po7FL8e2furc9SNK1SeHe,0.607
0.019,https://api.spotify.com/v1/audio-analysis/0YJzjxtKHBVVg5aZ304W8B,0.735,100285,0.568,0YJzjxtKHBVVg5aZ304W8B,0.295,5,0.109,-6.076,0,Miss You - Aaliyah,0.0559,78.997,4,https://api.spotify.com/v1/tracks/0YJzjxtKHBVVg5aZ304W8B,audio_features,spotify:track:0YJzjxtKHBVVg5aZ304W8B,0.334
0.0446,https://api.spotify.com/v1/audio-analysis/0EB7egF2x2eQz29FI5SZNg,0.778,213812,0.728,0EB7egF2x2eQz29FI5SZNg,0.0138,7,0.0781,-9.358,1,Miss You - Olivier Darock,0.0683,128.004,4,https://api.spotify.com/v1/tracks/0EB7egF2x2eQz29FI5SZNg,audio_features,spotify:track:0EB7egF2x2eQz29FI5SZNg,0.957
0.0697,https://api.spotify.com/v1/audio-analysis/4asjU3sDnn3002bTJIg2vZ,0.71,264813,0.698,4asjU3sDnn3002bTJIg2vZ,0,2,0.478,-5.797,1,Missed The Boat - Modest Mouse,0.0332,104.007,4,https://api.spotify.com/v1/tracks/4asjU3sDnn3002bTJIg2vZ,audio_features,spotify:track:4asjU3sDnn3002bTJIg2vZ,0.852
0.077,https://api.spotify.com/v1/audio-analysis/79WrmdVsLbwRTUCiH7cPsa,0.677,247200,0.484,79WrmdVsLbwRTUCiH7cPsa,4.75E-05,9,0.135,-10.506,0,Missing - Everything But The Girl,0.0324,123.534,4,https://api.spotify.com/v1/tracks/79WrmdVsLbwRTUCiH7cPsa,audio_features,spotify:track:79WrmdVsLbwRTUCiH7cPsa,0.697
0.000384,https://api.spotify.com/v1/audio-analysis/5kutbkxgxSZywKeeKIfpEM,0.47,174440,0.919,5kutbkxgxSZywKeeKIfpEM,3.49E-05,7,0.378,-3.522,1,Missing - Flyleaf,0.0669,136.976,4,https://api.spotify.com/v1/tracks/5kutbkxgxSZywKeeKIfpEM,audio_features,spotify:track:5kutbkxgxSZywKeeKIfpEM,0.377
0.499,https://api.spotify.com/v1/audio-analysis/0PtU7G83PFe3apGJSVhMJp,0.355,299427,0.437,0PtU7G83PFe3apGJSVhMJp,0.0023,0,0.0942,-12.321,1,Missing Persons 1 & 2 - OneRepublic,0.0465,120.023,4,https://api.spotify.com/v1/tracks/0PtU7G83PFe3apGJSVhMJp,audio_features,spotify:track:0PtU7G83PFe3apGJSVhMJp,0.0956
0.052,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,0.552,269760,0.552,1Qrdlkgg9I4J7r3P4kZNwr,0,11,0.046,-9.736,0,Missing You - John Waite,0.0364,208.571,4,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,audio_features,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,0.593
0.0975,https://api.spotify.com/v1/audio-analysis/4vO9dmzNRqDhFY3jD1a3P7,0.58,151293,0.624,4vO9dmzNRqDhFY3jD1a3P7,0,9,0.0411,-8.346,1,Mississippi Queen - Mountain,0.0784,139.72,4,https://api.spotify.com/v1/tracks/4vO9dmzNRqDhFY3jD1a3P7,audio_features,spotify:track:4vO9dmzNRqDhFY3jD1a3P7,0.639
0.176,https://api.spotify.com/v1/audio-analysis/1Kj6vOKc8zlQKSayWe8LBq,0.855,236613,0.741,1Kj6vOKc8zlQKSayWe8LBq,1.32E-06,10,0.318,-8.164,0,Mistadobalina - Del Tha Funkee Homosapien,0.154,99.507,4,https://api.spotify.com/v1/tracks/1Kj6vOKc8zlQKSayWe8LBq,audio_features,spotify:track:1Kj6vOKc8zlQKSayWe8LBq,0.629
0.539,https://api.spotify.com/v1/audio-analysis/2mggub6o0MxYcnRfUo2B0K,0.559,147907,0.899,2mggub6o0MxYcnRfUo2B0K,5.49E-05,7,0.449,-3.595,1,Mister Jung Stuffed - Man Man,0.0737,94.033,4,https://api.spotify.com/v1/tracks/2mggub6o0MxYcnRfUo2B0K,audio_features,spotify:track:2mggub6o0MxYcnRfUo2B0K,0.749
0.0942,https://api.spotify.com/v1/audio-analysis/0qPgw3wCugCXAM7hOybnza,0.82,266827,0.813,0qPgw3wCugCXAM7hOybnza,9.65E-05,9,0.118,-5.844,0,Mistica - Orishas,0.189,168.121,4,https://api.spotify.com/v1/tracks/0qPgw3wCugCXAM7hOybnza,audio_features,spotify:track:0qPgw3wCugCXAM7hOybnza,0.912
0.00336,https://api.spotify.com/v1/audio-analysis/5Q80SZhfj6ER9GS4WmDAEx,0.282,265493,0.953,5Q80SZhfj6ER9GS4WmDAEx,0,11,0.183,-2.339,1,Mistress Mabel - The Fratellis,0.107,175.973,4,https://api.spotify.com/v1/tracks/5Q80SZhfj6ER9GS4WmDAEx,audio_features,spotify:track:5Q80SZhfj6ER9GS4WmDAEx,0.538
0.0811,https://api.spotify.com/v1/audio-analysis/7B6q5e5gJ9u9FS8jpsefe8,0.501,240014,0.578,7B6q5e5gJ9u9FS8jpsefe8,0.000699,4,0.199,-7.453,1,Misunderstood - Robbie Williams,0.0282,121.539,4,https://api.spotify.com/v1/tracks/7B6q5e5gJ9u9FS8jpsefe8,audio_features,spotify:track:7B6q5e5gJ9u9FS8jpsefe8,0.216
0.00111,https://api.spotify.com/v1/audio-analysis/0VeqER57ixyKcnLsZ1zxAj,0.423,239280,0.745,0VeqER57ixyKcnLsZ1zxAj,9.54E-05,1,0.115,-4.643,1,Mix Tape - Brand New,0.0427,136.901,4,https://api.spotify.com/v1/tracks/0VeqER57ixyKcnLsZ1zxAj,audio_features,spotify:track:0VeqER57ixyKcnLsZ1zxAj,0.187
0.0044,https://api.spotify.com/v1/audio-analysis/3GISWjNRCtkaReipcMY7Fr,0.293,238387,0.95,3GISWjNRCtkaReipcMY7Fr,0,7,0.102,-3.433,0,Miéntele - Los Bunkers,0.173,206.977,4,https://api.spotify.com/v1/tracks/3GISWjNRCtkaReipcMY7Fr,audio_features,spotify:track:3GISWjNRCtkaReipcMY7Fr,0.343
0.25,https://api.spotify.com/v1/audio-analysis/76nvqWPFucUra1xCkN1tnD,0.58,235173,0.575,76nvqWPFucUra1xCkN1tnD,1.83E-05,3,0.0813,-7.72,1,Mmm Mmm Mmm Mmm - Crash Test Dummies,0.0231,92.934,4,https://api.spotify.com/v1/tracks/76nvqWPFucUra1xCkN1tnD,audio_features,spotify:track:76nvqWPFucUra1xCkN1tnD,0.37
0.278,https://api.spotify.com/v1/audio-analysis/5xT2kntSuoII0P95NDeVrb,0.758,445390,0.47,5xT2kntSuoII0P95NDeVrb,0.765,1,0.0724,-12.988,1,Moan - Trentemøller,0.0626,120.016,4,https://api.spotify.com/v1/tracks/5xT2kntSuoII0P95NDeVrb,audio_features,spotify:track:5xT2kntSuoII0P95NDeVrb,0.364
0.000105,https://api.spotify.com/v1/audio-analysis/2lXzgU19U9cSZLJtawjob6,0.903,297187,0.648,2lXzgU19U9cSZLJtawjob6,0.869,5,0.106,-5.582,0,Moar Ghosts \'n\' Stuff - Deadmau5,0.119,128.014,4,https://api.spotify.com/v1/tracks/2lXzgU19U9cSZLJtawjob6,audio_features,spotify:track:2lXzgU19U9cSZLJtawjob6,0.342
0.242,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,0.592,250760,0.678,561jH07mF1jHuk7KlaeF0s,0,4,0.182,-4.411,0,Mockingbird - Eminem,0.248,83.976,4,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,audio_features,spotify:track:561jH07mF1jHuk7KlaeF0s,0.208
0.0644,https://api.spotify.com/v1/audio-analysis/0S5XVnYJhyhr49gnfI25Pe,0.736,192467,0.498,0S5XVnYJhyhr49gnfI25Pe,0.315,10,0.107,-6.9,0,Modern Guilt - Beck,0.0333,150.268,4,https://api.spotify.com/v1/tracks/0S5XVnYJhyhr49gnfI25Pe,audio_features,spotify:track:0S5XVnYJhyhr49gnfI25Pe,0.606
0.551,https://api.spotify.com/v1/audio-analysis/2BQg7jLDu36slylE7vI594,0.301,260200,0.739,2BQg7jLDu36slylE7vI594,3.86E-05,7,0.11,-7.615,1,Modern Times - The Black Keys,0.043,90.96,4,https://api.spotify.com/v1/tracks/2BQg7jLDu36slylE7vI594,audio_features,spotify:track:2BQg7jLDu36slylE7vI594,0.595
0.0248,https://api.spotify.com/v1/audio-analysis/7tOMaNOszykmdwrLDQTXGn,0.54,243627,0.786,7tOMaNOszykmdwrLDQTXGn,1.61E-05,1,0.101,-5.018,0,Modern Way - Kaiser Chiefs,0.0379,147.626,4,https://api.spotify.com/v1/tracks/7tOMaNOszykmdwrLDQTXGn,audio_features,spotify:track:7tOMaNOszykmdwrLDQTXGn,0.258
0.0104,https://api.spotify.com/v1/audio-analysis/0PFRTA04YOjj4VT3O6MpgP,0.529,240960,0.796,0PFRTA04YOjj4VT3O6MpgP,0.00256,9,0.115,-8.668,0,Modern world - Modern Lovers,0.0294,136.431,4,https://api.spotify.com/v1/tracks/0PFRTA04YOjj4VT3O6MpgP,audio_features,spotify:track:0PFRTA04YOjj4VT3O6MpgP,0.889
0.344,https://api.spotify.com/v1/audio-analysis/1gV30AEN0Txi9RaplgTpfQ,0.816,162600,0.746,1gV30AEN0Txi9RaplgTpfQ,0.000206,4,0.345,-7.564,1,Molina - Creedence Clearwater Revival,0.0634,138.682,4,https://api.spotify.com/v1/tracks/1gV30AEN0Txi9RaplgTpfQ,audio_features,spotify:track:1gV30AEN0Txi9RaplgTpfQ,0.809
0.387,https://api.spotify.com/v1/audio-analysis/6vfXyAnVjY3omSDycwWGaS,0.765,230707,0.848,6vfXyAnVjY3omSDycwWGaS,0.0149,11,0.112,-7.229,0,Molly - Los Pericos,0.087,120.371,4,https://api.spotify.com/v1/tracks/6vfXyAnVjY3omSDycwWGaS,audio_features,spotify:track:6vfXyAnVjY3omSDycwWGaS,0.759
0.000138,https://api.spotify.com/v1/audio-analysis/4xhUYCh1cWekG4MElaluX4,0.72,228147,0.594,4xhUYCh1cWekG4MElaluX4,0.979,9,0.165,-10.489,0,Moment Of Clarity - Jay-Z,0.042,93.41,4,https://api.spotify.com/v1/tracks/4xhUYCh1cWekG4MElaluX4,audio_features,spotify:track:4xhUYCh1cWekG4MElaluX4,0.524
0.00274,https://api.spotify.com/v1/audio-analysis/1K8vjUe8Tg8z3jQxKnQbjY,0.721,223253,0.531,1K8vjUe8Tg8z3jQxKnQbjY,1.28E-05,9,0.108,-4.563,0,Mon Kiss à Oxygéne - Nâdiya,0.0266,104.957,4,https://api.spotify.com/v1/tracks/1K8vjUe8Tg8z3jQxKnQbjY,audio_features,spotify:track:1K8vjUe8Tg8z3jQxKnQbjY,0.482
0.279,https://api.spotify.com/v1/audio-analysis/2m7FsggaXs6rGElWLbgQUS,0.634,194800,0.481,2m7FsggaXs6rGElWLbgQUS,4.75E-06,7,0.0975,-10.068,1,Mona Lisa (When The World Comes Down) - The All-American Rejects,0.0257,128.254,4,https://api.spotify.com/v1/tracks/2m7FsggaXs6rGElWLbgQUS,audio_features,spotify:track:2m7FsggaXs6rGElWLbgQUS,0.362
0.0257,https://api.spotify.com/v1/audio-analysis/3sAGYHzIiOD990HG3bF3KA,0.566,277733,0.978,3sAGYHzIiOD990HG3bF3KA,0,4,0.323,-6.009,0,Mondegreen - Yeasayer,0.184,116.947,4,https://api.spotify.com/v1/tracks/3sAGYHzIiOD990HG3bF3KA,audio_features,spotify:track:3sAGYHzIiOD990HG3bF3KA,0.221
